data_id,id,modified,name,value,
1571,8034914,1521879389,161_VAVE_CECV_AbsFlow,17.262,
1572,8034915,1521879390,161_VAVE_CECV_EnteringTmp,43.349,
1573,8034916,1521879390,161_VAVE_CECV_DeltaT,24.083,
1574,8034917,1521879390,161_VAVE_CECV_LeavingTmp,67.396,
1575,8034918,1521879390,161_VAVE_CECV_AbsPower,207.767,
1576,8034919,1521879390,161_VAVE_CECV_ClgEnergy,1673985.500,
1577,8034920,1521879390,161_VAVE_CECV_HtgEnergy,16.731,
1578,8034921,1521879391,161_VAVE_CECV_RelPower,8.336,
1579,8034922,1521879391,161_VAVE_CECV_CtrlMd,2,
1580,8034923,1521879391,161_VAVE_CECV_DeltaTMgrSts,1,
1581,8034924,1521879391,161_VAVE_CECV_DeltaTSp,0.000,
1582,8034925,1521879391,161_VAVE_CECV_Vmax,100.000,
1583,8034926,1521879391,161_VAVE_CECV_Vnom,495.324,
1584,8034927,1521879392,161_VAVE_CECV_DeltaTLimitation,1,
1585,8034928,1521879392,161_VAVC_CEV_1_RelPos,35.780,
1586,8034929,1521879392,161_VAVC_CEV_1_RelFlow,5.886,
1587,8034930,1521879392,161_VAVC_CEV_1_AbsFlow,43.293,
1588,8034931,1521879392,161_VAVC_CEV_1_EnteringTmp,43.285,
1589,8034932,1521879392,161_VAVC_CEV_1_DeltaT,16.201,
1590,8034933,1521879393,161_VAVC_CEV_1_LeavingTmp,59.495,
1591,8034934,1521879394,161_VAVC_CEV_1_AbsPower,351.840,
1592,8034935,1521879395,161_VAVC_CEV_1_ClgEnergy,5646402.500,
1593,8034936,1521879395,161_VAVC_CEV_1_HtgEnergy,597.853,
1594,8034937,1521879396,161_VAVC_CEV_1_RelPower,8.763,
1595,8034938,1521879396,161_VAVC_CEV_1_CtrlMd,2,
1596,8034939,1521879396,161_VAVC_CEV_1_DeltaTMgrSts,1,
1597,8034940,1521879396,161_VAVC_CEV_1_DeltaTSp,0.000,
1598,8034941,1521879397,161_VAVC_CEV_1_Vmax,100.000,
1599,8034942,1521879397,161_VAVC_CEV_1_Vnom,713.267,
1600,8034943,1521879397,161_VAVC_CEV_1_DeltaTLimitation,1,
1601,8034944,1521879397,161_VAVC_CEV_2_RelPos,35.110,
1602,8034945,1521879398,161_VAVC_CEV_2_RelFlow,6.070,
1603,8034946,1521879398,161_VAVC_CEV_2_AbsFlow,43.293,
1604,8034947,1521879398,161_VAVC_CEV_2_EnteringTmp,43.160,
1605,8034948,1521879398,161_VAVC_CEV_2_DeltaT,16.470,
1606,8034949,1521879399,161_VAVC_CEV_2_LeavingTmp,59.648,
1607,8034950,1521879400,161_VAVC_CEV_2_AbsPower,357.760,
1608,8034951,1521879401,161_VAVC_CEV_2_ClgEnergy,5799093.000,
1609,8034952,1521879401,161_VAVC_CEV_2_HtgEnergy,195.334,
1610,8034953,1521879402,161_VAVC_CEV_2_RelPower,9.194,
1611,8034954,1521879402,161_VAVC_CEV_2_CtrlMd,2,
1612,8034955,1521879402,161_VAVC_CEV_2_DeltaTMgrSts,1,
1613,8034956,1521879402,161_VAVC_CEV_2_DeltaTSp,0.000,
1614,8034957,1521879402,161_VAVC_CEV_2_Vmax,100.000,
1615,8034958,1521879403,161_VAVC_CEV_2_Vnom,713.267,
1616,8034959,1521879403,161_VAVC_CEV_2_DeltaTLimitation,1,
1617,8034960,1521879404,161_VAVW_CEV_RelPos,21.010,
1618,8034961,1521879404,161_VAVW_CEV_RelFlow,4.659,
1619,8034962,1521879404,161_VAVW_CEV_AbsFlow,14.771,
1620,8034963,1521879404,161_VAVW_CEV_EnteringTmp,43.792,
1621,8034964,1521879404,161_VAVW_CEV_DeltaT,9.936,
1622,8034965,1521879405,161_VAVW_CEV_LeavingTmp,53.732,
1623,8034966,1521879405,161_VAVW_CEV_AbsPower,73.629,
1624,8034967,1521879405,161_VAVW_CEV_ClgEnergy,1574177.000,
1625,8034968,1521879406,161_VAVW_CEV_HtgEnergy,0.112,
1626,8034969,1521879406,161_VAVW_CEV_RelPower,4.229,
1627,8034970,1521879406,161_VAVW_CEV_CtrlMd,2,
1628,8034971,1521879406,161_VAVW_CEV_DeltaTMgrSts,1,
1629,8034972,1521879406,161_VAVW_CEV_DeltaTSp,0.000,
1630,8034973,1521879407,161_VAVW_CEV_Vmax,100.000,
