data_id,id,modified,name,value,
522,7713914,1521696302,003_AHU2_CEV_RelPower,0.000,
523,7713915,1521696302,003_AHU2_CEV_CtrlMd,2,
524,7713916,1521696302,003_AHU2_CEV_DeltaTMgrSts,1,
525,7713917,1521696303,003_AHU2_CEV_DeltaTSp,0.000,
526,7713918,1521696303,003_AHU2_CEV_Vmax,78.000,
527,7713919,1521696303,003_AHU2_CEV_Vnom,18.228,
528,7713920,1521696303,003_AHU2_CEV_DeltaTLimitation,1,
529,7713921,1521696303,168_AHU1_CEV_RelPos,23.000,
530,7713922,1521696303,168_AHU1_CEV_RelFlow,4.127,
531,7713923,1521696303,168_AHU1_CEV_AbsFlow,5.233,
532,7713924,1521696304,168_AHU1_CEV_EnteringTmp,44.314,
533,7713925,1521696304,168_AHU1_CEV_DeltaT,21.490,
534,7713926,1521696304,168_AHU1_CEV_LeavingTmp,65.804,
535,7713927,1521696304,168_AHU1_CEV_AbsPower,58.959,
536,7713928,1521696304,168_AHU1_CEV_ClgEnergy,1055271.000,
537,7713929,1521696305,168_AHU1_CEV_HtgEnergy,431.612,
538,7713930,1521696305,168_AHU1_CEV_RelPower,8.221,
539,7713931,1521696305,168_AHU1_CEV_CtrlMd,2,
540,7713932,1521696305,168_AHU1_CEV_DeltaTMgrSts,1,
541,7713933,1521696305,168_AHU1_CEV_DeltaTSp,0.000,
542,7713934,1521696305,168_AHU1_CEV_Vmax,100.000,
543,7713935,1521696306,168_AHU1_CEV_Vnom,126.803,
544,7713936,1521696306,168_AHU1_CEV_DeltaTLimitation,1,
545,7713937,1521696306,168_AHU2_CEV_RelPos,100.000,
546,7713938,1521696306,168_AHU2_CEV_RelFlow,58.953,
547,7713939,1521696306,168_AHU2_CEV_AbsFlow,74.755,
548,7713940,1521696307,168_AHU2_CEV_EnteringTmp,43.760,
549,7713941,1521696307,168_AHU2_CEV_DeltaT,1.960,
551,7713942,1521696310,168_AHU2_CEV_AbsPower,73.688,
552,7713943,1521696310,168_AHU2_CEV_ClgEnergy,681423.938,
553,7713944,1521696310,168_AHU2_CEV_HtgEnergy,20.508,
554,7713945,1521696310,168_AHU2_CEV_RelPower,10.299,
555,7713946,1521696310,168_AHU2_CEV_CtrlMd,2,
556,7713947,1521696311,168_AHU2_CEV_DeltaTMgrSts,1,
557,7713948,1521696311,168_AHU2_CEV_DeltaTSp,0.000,
558,7713949,1521696311,168_AHU2_CEV_Vmax,100.000,
559,7713950,1521696312,168_AHU2_CEV_Vnom,126.803,
560,7713951,1521696312,168_AHU2_CEV_DeltaTLimitation,1,
561,7713952,1521696312,168_MAU1_CEV_RelPos,0.000,
562,7713953,1521696312,168_MAU1_CEV_RelFlow,0.000,
