data_id,id,modified,name,value,
218,6883914,1521220954,027_AHU4_CEV_RelPower,0.000,
219,6883915,1521220954,027_AHU4_CEV_CtrlMd,2,
220,6883916,1521220954,027_AHU4_CEV_DeltaTMgrSts,1,
221,6883917,1521220954,027_AHU4_CEV_DeltaTSp,0.000,
222,6883918,1521220954,027_AHU4_CEV_Vmax,68.000,
223,6883919,1521220955,027_AHU4_CEV_Vnom,18.228,
224,6883920,1521220955,027_AHU4_CEV_DeltaTLimitation,1,
225,6883921,1521220955,027_AHu1_CEV_RelPos,35.230,
226,6883922,1521220955,027_AHu1_CEV_RelFlow,20.563,
227,6883923,1521220955,027_AHu1_CEV_AbsFlow,2.054,
228,6883924,1521220955,027_AHu1_CEV_EnteringTmp,43.776,
229,6883925,1521220955,027_AHu1_CEV_DeltaT,14.495,
230,6883926,1521220956,027_AHu1_CEV_LeavingTmp,58.275,
231,6883927,1521220956,027_AHu1_CEV_AbsPower,14.856,
232,6883928,1521220956,027_AHu1_CEV_ClgEnergy,86753.250,
233,6883929,1521220956,027_AHu1_CEV_HtgEnergy,0.195,
234,6883930,1521220956,027_AHu1_CEV_RelPower,24.132,
235,6883931,1521220957,027_AHu1_CEV_CtrlMd,2,
236,6883932,1521220957,027_AHu1_CEV_DeltaTMgrSts,1,
237,6883933,1521220957,027_AHu1_CEV_DeltaTSp,0.000,
238,6883934,1521220957,027_AHu1_CEV_Vmax,97.000,
239,6883935,1521220957,027_AHu1_CEV_Vnom,10.303,
240,6883936,1521220957,027_AHu1_CEV_DeltaTLimitation,1,
241,6883937,1521220958,027_AHu2_CEV_RelPos,100.000,
242,6883938,1521220958,027_AHu2_CEV_RelFlow,52.852,
243,6883939,1521220958,027_AHu2_CEV_AbsFlow,6.551,
244,6883940,1521220958,027_AHu2_CEV_EnteringTmp,43.670,
245,6883941,1521220958,027_AHu2_CEV_DeltaT,7.904,
246,6883942,1521220958,027_AHu2_CEV_LeavingTmp,51.573,
247,6883943,1521220959,027_AHu2_CEV_AbsPower,25.756,
248,6883944,1521220959,027_AHu2_CEV_ClgEnergy,145799.906,
249,6883945,1521220959,027_AHu2_CEV_HtgEnergy,2.849,
250,6883946,1521220959,027_AHu2_CEV_RelPower,25.006,
251,6883947,1521220959,027_AHu2_CEV_CtrlMd,2,
252,6883948,1521220959,027_AHu2_CEV_DeltaTMgrSts,1,
253,6883949,1521220959,027_AHu2_CEV_DeltaTSp,0.000,
254,6883950,1521220960,027_AHu2_CEV_Vmax,68.000,
255,6883951,1521220960,027_AHu2_CEV_Vnom,18.228,
256,6883952,1521220960,027_AHu2_CEV_DeltaTLimitation,1,
257,6883953,1521220960,091_AHU101_CEV_RelPos,25.780,
258,6883954,1521220960,091_AHU101_CEV_RelFlow,7.486,
259,6883955,1521220960,091_AHU101_CEV_AbsFlow,5.980,
260,6883956,1521220961,091_AHU101_CEV_EnteringTmp,43.575,
261,6883957,1521220961,091_AHU101_CEV_DeltaT,23.593,
262,6883958,1521220961,091_AHU101_CEV_LeavingTmp,67.168,
263,6883959,1521220961,091_AHU101_CEV_AbsPower,73.382,
264,6883960,1521220961,091_AHU101_CEV_ClgEnergy,455363.781,
265,6883961,1521220962,091_AHU101_CEV_HtgEnergy,63.239,
266,6883962,1521220962,091_AHU101_CEV_RelPower,10.212,
267,6883963,1521220962,091_AHU101_CEV_CtrlMd,2,
